"Path","ExportStatus","ArtifactStatus","ArtifactImportFormat","ArtifactPayloadStatus","ExclusionPattern","SourceWidth","SourceHeight","DimensionStatus","SourceBytes","ImportMetadata","ImportModeName","ImportedFormats","VramTexture","CompressionTarget","AndroidFormat","Mipmaps","MipmapReview","SizeLimit","StaticMaxDisplayWidth","StaticMaxDisplayHeight","DisplayDiscovery","DisplayEvidence","DownsampleDecision","DecisionReasonCode"
"assets/content/build/actions/01-stack-bricks.png","included","included","default","present","","256","256","measured","31894","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/02-patch-fence-with-confidence.png","included","included","default","present","","256","256","measured","36646","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/03-hammer-one-suspicious-nail.png","included","included","default","present","","256","256","measured","36094","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/03-study-blueprint.png","included","included","default","present","","256","256","measured","42717","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/04-repair-small-shack.png","included","included","default","present","","256","256","measured","43608","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/05-install-door-that-mostly-opens.png","included","included","default","present","","256","256","measured","43952","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/06-build-market-stall.png","included","included","default","present","","256","256","measured","49736","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/07-add-roof-to-something-roofless.png","included","included","default","present","","256","256","measured","48344","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/07-frame-a-treehouse-platform.png","included","included","default","present","","256","256","measured","79213","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/08-pour-questionable-foundation.png","included","included","default","present","","256","256","measured","48373","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/09-upgrade-training-yard.png","included","included","default","present","","256","256","measured","43456","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/10-construct-fishing-pier.png","included","included","default","present","","256","256","measured","55138","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/11-raise-a-two-story-barn.png","included","included","default","present","","256","256","measured","51460","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/12-build-town-notice-board.png","included","included","default","present","","256","256","measured","38806","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/13-assemble-windmill-that-judges-you.png","included","included","default","present","","256","256","measured","50772","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/14-dig-emergency-basement.png","included","included","default","present","","256","256","measured","55818","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/15-raise-guild-hall.png","included","included","default","present","","256","256","measured","64638","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/16-build-bridge-over-tiny-puddle.png","included","included","default","present","","256","256","measured","42522","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/17-construct-suspiciously-tall-silo.png","included","included","default","present","","256","256","measured","40941","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/18-install-elevator-in-the-shack.png","included","included","default","present","","256","256","measured","37873","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/19-build-elite-tower.png","included","included","default","present","","256","256","measured","34536","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/20-add-second-elite-tower-on-top.png","included","included","default","present","","256","256","measured","48456","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/21-construct-underground-town.png","included","included","default","present","","256","256","measured","51474","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/22-build-weatherproof-weather.png","included","included","default","present","","256","256","measured","39208","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/23-renovate-the-horizon.png","included","included","default","present","","256","256","measured","43793","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/24-permit-the-impossible-megastructure.png","included","included","default","present","","256","256","measured","62264","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/actions/25-build-the-building-that-builds-you.png","included","included","default","present","","256","256","measured","61801","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/backgrounds/01-early.png","included","included","astc","present","","768","344","measured","307117","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/backgrounds/02-rising.png","included","included","astc","present","","768","344","measured","361650","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/backgrounds/03-mid.png","included","included","astc","present","","768","344","measured","374433","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/backgrounds/04-late.png","included","included","astc","present","","768","344","measured","356268","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/build/backgrounds/05-finale.png","included","included","astc","present","","768","344","measured","369457","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/characters/stick-hero.png","included","included","astc","present","","1024","1536","measured","1333510","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","false","disabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/fishing/actions/fight-a-shark.png","included","included","default","present","","256","256","measured","79681","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/fishing/actions/fight-armored-catfish.png","included","included","default","present","","256","256","measured","65128","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/fishing/actions/fight-rat-king.png","included","included","default","present","","256","256","measured","167343","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/fishing/actions/loot-a-pirate-ship.png","included","included","default","present","","256","256","measured","77901","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/fishing/backgrounds/fight-a-shark.png","included","included","astc","present","","768","344","measured","202141","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/fishing/backgrounds/loot-a-pirate-ship.png","included","included","astc","present","","768","344","measured","321598","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/thieving/actions/lift-honey-from-beehive.png","included","included","default","present","","256","256","measured","71622","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/thieving/actions/scope-out-a-heist.png","included","included","default","present","","256","256","measured","52248","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/thieving/backgrounds/lift-honey-from-beehive.png","included","included","astc","present","","768","344","measured","396228","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/thieving/backgrounds/scope-out-a-heist.png","included","included","astc","present","","768","344","measured","222311","tracked","VRAM Compressed","s3tc_bptc;etc2_astc","true","etc2_astc:s3tc_bptc;etc2_astc","ETC2_ASTC","true","enabled","0","","","unknown","No literal production display maximum was statically discoverable.","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/woodcutting/actions/carve-the-guilds-trophy-oar.png","included","included","default","present","","256","256","measured","76574","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/combo/woodcutting/actions/fight-ent.png","included","included","default","present","","256","256","measured","103194","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/events/actions/covered-wagon-ambush-drill.png","included","included","default","present","","256","256","measured","80575","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/events/actions/washed-up-locked-crate.png","included","included","default","present","","256","256","measured","70636","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/02-kick-mud-off-boot.png","included","included","default","present","","256","256","measured","23813","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/03-wrestle-stuck-gate-latch.png","included","included","default","present","","256","256","measured","40019","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/04-box-suspicious-feed-sack.png","included","included","default","present","","256","256","measured","47396","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/05-duel-leaning-fence-post.png","included","included","default","present","","256","256","measured","38499","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/06-outmuscle-angry-wheelbarrow.png","included","included","default","present","","256","256","measured","37831","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/07-brawl-with-kicking-milk-pail.png","included","included","default","present","","256","256","measured","35550","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/08-square-up-with-rake-in-grass.png","included","included","default","present","","256","256","measured","35087","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/09-grapple-overfull-compost-bin.png","included","included","default","present","","256","256","measured","61482","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/10-parry-windmill-shadow.png","included","included","default","present","","256","256","measured","37659","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/11-tackle-runaway-water-trough.png","included","included","default","present","","256","256","measured","34429","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/12-fight-the-barn-door-at-midnight.png","included","included","default","present","","256","256","measured","60305","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/13-challenge-the-silo-echo.png","included","included","default","present","","256","256","measured","52142","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/14-survive-the-hayloft-ambush.png","included","included","default","present","","256","256","measured","57909","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/15-punch-through-corn-maze-panic.png","included","included","default","present","","256","256","measured","82964","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/16-body-slam-the-root-cellar-door.png","included","included","default","present","","256","256","measured","60659","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/17-trade-blows-with-the-weather-vane.png","included","included","default","present","","256","256","measured","58663","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/18-dodge-the-irrigation-betrayal.png","included","included","default","present","","256","256","measured","44128","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/19-enter-the-scarecrow-circle.png","included","included","default","present","","256","256","measured","64184","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/20-defeat-the-tractor-that-would-not-start.png","included","included","default","present","","256","256","measured","43159","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/21-hold-the-line-at-the-pumpkin-patch.png","included","included","default","present","","256","256","measured","45213","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/22-storm-the-forbidden-tool-shed.png","included","included","default","present","","256","256","measured","58325","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/23-win-the-great-barn-rafters-melee.png","included","included","default","present","","256","256","measured","61786","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/24-face-the-entire-farm-at-once.png","included","included","default","present","","256","256","measured","50220","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
"assets/content/fight/actions/25-rematch-the-same-hay-bale-somehow-stronger.png","included","included","default","present","","256","256","measured","59383","tracked","Lossless","default","false","Lossless","LOSSLESS","true","enabled","0","213.6","213.6","partial-static","docs/activity-database.json art via ActionArtUi.ACTION_ART_SIZE","keep-current-native-viewport-bounded","SOURCE_WITHIN_NATIVE_VIEWPORT"
